"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2015"	"2015"	"Montana"	"30"	150	1032949	14.5
	"2015"	"2015"	"Nebraska"	"31"	154	1896190	8.1
	"2015"	"2015"	"Nevada"	"32"	756	2890845	26.2
	"2015"	"2015"	"New Hampshire"	"33"	434	1330608	32.6
	"2015"	"2015"	"New Jersey"	"34"	1514	8958013	16.9
	"2015"	"2015"	"New Mexico"	"35"	551	2085109	26.4
	"2015"	"2015"	"New York"	"36"	2925	19795791	14.8
	"2015"	"2015"	"North Carolina"	"37"	1620	10042802	16.1
	"2015"	"2015"	"North Dakota"	"38"	69	756927	9.1
	"2015"	"2015"	"Ohio"	"39"	3476	11613423	29.9
	"2015"	"2015"	"Oklahoma"	"40"	834	3911338	21.3
	"2015"	"2015"	"Oregon"	"41"	547	4028977	13.6
	"2015"	"2015"	"Pennsylvania"	"42"	3362	12802503	26.3
	"2015"	"2015"	"Rhode Island"	"44"	317	1056298	30.0
	"2015"	"2015"	"South Carolina"	"45"	826	4896146	16.9
	"2015"	"2015"	"South Dakota"	"46"	75	858469	8.7
	"2015"	"2015"	"Tennessee"	"47"	1541	6600299	23.3
	"2015"	"2015"	"Texas"	"48"	2948	27469114	10.7
	"2015"	"2015"	"Utah"	"49"	691	2995919	23.1
	"2015"	"2015"	"Vermont"	"50"	107	626042	17.1
	"2015"	"2015"	"Virginia"	"51"	1077	8382993	12.8
	"2015"	"2015"	"Washington"	"53"	1202	7170351	16.8
	"2015"	"2015"	"West Virginia"	"54"	806	1844128	43.7
	"2015"	"2015"	"Wisconsin"	"55"	916	5771337	15.9
	"2015"	"2015"	"Wyoming"	"56"	105	586107	17.9
"Total"	"2015"	"2015"			56455	321418820	17.6
	"2016"	"2016"	"Alabama"	"01"	799	4863300	16.4
	"2016"	"2016"	"Alaska"	"02"	147	741894	19.8
	"2016"	"2016"	"Arizona"	"04"	1528	6931071	22.0
	"2016"	"2016"	"Arkansas"	"05"	436	2988248	14.6
	"2016"	"2016"	"California"	"06"	5402	39250017	13.8
	"2016"	"2016"	"Colorado"	"08"	1030	5540545	18.6
	"2016"	"2016"	"Connecticut"	"09"	1003	3576452	28.0
	"2016"	"2016"	"Delaware"	"10"	296	952065	31.1
	"2016"	"2016"	"District of Columbia"	"11"	278	681170	40.8
	"2016"	"2016"	"Florida"	"12"	4945	20612439	24.0
	"2016"	"2016"	"Georgia"	"13"	1469	10310371	14.2
	"2016"	"2016"	"Hawaii"	"15"	227	1428557	15.9
	"2016"	"2016"	"Idaho"	"16"	269	1683140	16.0
	"2016"	"2016"	"Illinois"	"17"	2575	12801539	20.1
	"2016"	"2016"	"Indiana"	"18"	1654	6633053	24.9
	"2016"	"2016"	"Iowa"	"19"	375	3134693	12.0
	"2016"	"2016"	"Kansas"	"20"	375	2907289	12.9
	"2016"	"2016"	"Kentucky"	"21"	1490	4436974	33.6
	"2016"	"2016"	"Louisiana"	"22"	1117	4681666	23.9
	"2016"	"2016"	"Maine"	"23"	367	1331479	27.6
	"2016"	"2016"	"Maryland"	"24"	2099	6016447	34.9
	"2016"	"2016"	"Massachusetts"	"25"	2289	6811779	33.6
	"2016"	"2016"	"Michigan"	"26"	2447	9928300	24.6
	"2016"	"2016"	"Minnesota"	"27"	723	5519952	13.1
	"2016"	"2016"	"Mississippi"	"28"	383	2988726	12.8
	"2016"	"2016"	"Missouri"	"29"	1497	6093000	24.6
	"2016"	"2016"	"Montana"	"30"	135	1042520	12.9
	"2016"	"2016"	"Nebraska"	"31"	134	1907116	7.0
	"2016"	"2016"	"Nevada"	"32"	785	2940058	26.7
	"2016"	"2016"	"New Hampshire"	"33"	502	1334795	37.6
	"2016"	"2016"	"New Jersey"	"34"	2143	8944469	24.0
	"2016"	"2016"	"New Mexico"	"35"	558	2081015	26.8
	"2016"	"2016"	"New York"	"36"	3816	19745289	19.3
	"2016"	"2016"	"North Carolina"	"37"	2033	10146788	20.0
	"2016"	"2016"	"North Dakota"	"38"	89	757952	11.7
	"2016"	"2016"	"Ohio"	"39"	4545	11614373	39.1
	"2016"	"2016"	"Oklahoma"	"40"	895	3923561	22.8
	"2016"	"2016"	"Oregon"	"41"	548	4093465	13.4
	"2016"	"2016"	"Pennsylvania"	"42"	4747	12784227	37.1
	"2016"	"2016"	"Rhode Island"	"44"	335	1056426	31.7
	"2016"	"2016"	"South Carolina"	"45"	962	4961119	19.4
	"2016"	"2016"	"South Dakota"	"46"	72	865454	8.3
	"2016"	"2016"	"Tennessee"	"47"	1762	6651194	26.5
	"2016"	"2016"	"Texas"	"48"	3225	27862596	11.6
	"2016"	"2016"	"Utah"	"49"	679	3051217	22.3
	"2016"	"2016"	"Vermont"	"50"	129	624594	20.7
	"2016"	"2016"	"Virginia"	"51"	1436	8411808	17.1
	"2016"	"2016"	"Washington"	"53"	1216	7288000	16.7
	"2016"	"2016"	"West Virginia"	"54"	973	1831102	53.1
	"2016"	"2016"	"Wisconsin"	"55"	1123	5778708	19.4
	"2016"	"2016"	"Wyoming"	"56"	109	585501	18.6
"Total"	"2016"	"2016"			68171	323127513	21.1
	"2017"	"2017"	"Alabama"	"01"	894	4874747	18.3
	"2017"	"2017"	"Alaska"	"02"	168	739795	22.7
	"2017"	"2017"	"Arizona"	"04"	1700	7016270	24.2
	"2017"	"2017"	"Arkansas"	"05"	502	3004279	16.7
	"2017"	"2017"	"California"	"06"	5694	39536653	14.4
	"2017"	"2017"	"Colorado"	"08"	1129	5607154	20.1
	"2017"	"2017"	"Connecticut"	"09"	1102	3588184	30.7
	"2017"	"2017"	"Delaware"	"10"	351	961939	36.5
	"2017"	"2017"	"District of Columbia"	"11"	318	693972	45.8
	"2017"	"2017"	"Florida"	"12"	5339	20984400	25.4
	"2017"	"2017"	"Georgia"	"13"	1655	10429379	15.9
	"2017"	"2017"	"Hawaii"	"15"	234	1427538	16.4
	"2017"	"2017"	"Idaho"	"16"	262	1716943	15.3
	"2017"	"2017"	"Illinois"	"17"	2959	12802023	23.1
	"2017"	"2017"	"Indiana"	"18"	2006	6666818	30.1
	"2017"	"2017"	"Iowa"	"19"	400	3145711	12.7
	"2017"	"2017"	"Kansas"	"20"	385	2913123	13.2
	"2017"	"2017"	"Kentucky"	"21"	1635	4454189	36.7
	"2017"	"2017"	"Louisiana"	"22"	1248	4684333	26.6
	"2017"	"2017"	"Maine"	"23"	433	1335907	32.4
	"2017"	"2017"	"Maryland"	"24"	2292	6052177	37.9
	"2017"	"2017"	"Massachusetts"	"25"	2224	6859819	32.4
	"2017"	"2017"	"Michigan"	"26"	2790	9962311	28.0
	"2017"	"2017"	"Minnesota"	"27"	780	5576606	14.0
	"2017"	"2017"	"Mississippi"	"28"	383	2984100	12.8
	"2017"	"2017"	"Missouri"	"29"	1544	6113532	25.3
	"2017"	"2017"	"Montana"	"30"	125	1050493	11.9
	"2017"	"2017"	"Nebraska"	"31"	179	1920076	9.3
	"2017"	"2017"	"Nevada"	"32"	786	2998039	26.2
	"2017"	"2017"	"New Hampshire"	"33"	487	1342795	36.3
	"2017"	"2017"	"New Jersey"	"34"	2777	9005644	30.8
	"2017"	"2017"	"New Mexico"	"35"	550	2088070	26.3
	"2017"	"2017"	"New York"	"36"	4114	19849399	20.7
	"2017"	"2017"	"North Carolina"	"37"	2498	10273419	24.3
	"2017"	"2017"	"North Dakota"	"38"	77	755393	10.2
	"2017"	"2017"	"Ohio"	"39"	5336	11658609	45.8
	"2017"	"2017"	"Oklahoma"	"40"	870	3930864	22.1
	"2017"	"2017"	"Oregon"	"41"	565	4142776	13.6
	"2017"	"2017"	"Pennsylvania"	"42"	5524	12805537	43.1
	"2017"	"2017"	"Rhode Island"	"44"	334	1059639	31.5
	"2017"	"2017"	"South Carolina"	"45"	1080	5024369	21.5
	"2017"	"2017"	"South Dakota"	"46"	82	869666	9.4
	"2017"	"2017"	"Tennessee"	"47"	1895	6715984	28.2
	"2017"	"2017"	"Texas"	"48"	3418	28304596	12.1
	"2017"	"2017"	"Utah"	"49"	691	3101833	22.3
	"2017"	"2017"	"Vermont"	"50"	143	623657	22.9
	"2017"	"2017"	"Virginia"	"51"	1544	8470020	18.2
	"2017"	"2017"	"Washington"	"53"	1301	7405743	17.6
	"2017"	"2017"	"West Virginia"	"54"	1051	1815857	57.9
	"2017"	"2017"	"Wisconsin"	"55"	1229	5795483	21.2
	"2017"	"2017"	"Wyoming"	"56"	91	579315	15.7
"Total"	"2017"	"2017"			75174	325719178	23.1
"Total"					768148	5761465567	13.3
